user_id,beach_clicks,historical_clicks,cultural_clicks,religious_clicks,avg_view_time,language,preference
1296,10,6,5,4,10.74,EN,Nature
1297,10,10,6,3,11.52,SO,Nature
1298,5,6,2,1,8.09,SO,Historical
1299,3,2,3,10,18.15,SO,Religious
1300,9,7,1,9,14.37,SO,Nature
1301,7,0,5,4,12.91,SO,Nature
1302,0,6,0,3,10.83,SO,Historical
1303,2,2,8,9,17.25,SO,Religious
1304,7,0,9,5,13.33,EN,Cultural
1305,4,8,2,5,17.31,EN,Historical
1306,1,2,7,4,17.81,SO,Cultural
1307,8,9,3,0,10.17,EN,Historical
1308,6,0,8,5,9.21,SO,Cultural
1309,0,5,9,0,10.99,EN,Cultural
1310,1,4,1,3,12.28,EN,Historical
1311,7,5,8,1,7.89,SO,Cultural
1312,0,7,1,9,18.1,EN,Religious
1313,5,10,2,3,10.57,SO,Historical
1314,4,7,5,3,19.04,SO,Historical
1315,5,6,0,2,14.94,SO,Historical
1316,3,3,9,9,17.15,EN,Cultural
1317,10,7,4,1,6.96,EN,Nature
1318,3,3,8,7,8.49,EN,Cultural
1319,4,5,7,3,15.44,EN,Cultural
1320,7,2,1,1,11.72,EN,Nature
1321,8,9,7,9,16.01,SO,Historical
1322,9,6,9,5,15.95,SO,Nature
1323,2,7,2,10,8.58,EN,Religious
1324,2,0,9,8,11.85,EN,Cultural
1325,1,5,4,2,17.71,EN,Historical
1326,9,2,5,0,14.09,EN,Nature
1327,9,7,0,0,6.21,EN,Nature
1328,3,10,0,10,16.38,EN,Historical
1329,2,1,6,9,19.34,EN,Religious
1330,3,7,7,4,13.66,SO,Historical
1331,4,8,10,2,19.52,SO,Cultural
1332,2,5,2,3,19.0,EN,Historical
1333,10,10,8,2,12.17,SO,Nature
1334,1,6,4,8,19.09,SO,Religious
1335,2,6,6,0,9.09,SO,Historical
1336,5,3,2,1,11.02,EN,Nature
1337,4,9,0,8,13.64,SO,Historical
1338,7,4,10,7,16.16,SO,Cultural
1339,0,2,3,7,16.16,EN,Religious
1340,1,0,8,7,18.85,EN,Cultural
1341,4,4,10,4,13.29,SO,Cultural
1342,2,9,6,8,6.43,SO,Historical
1343,9,6,9,1,5.48,EN,Nature
1344,5,3,6,5,16.7,SO,Cultural
1345,1,1,9,7,8.11,SO,Cultural
1346,10,10,10,7,10.14,SO,Nature
1347,1,9,1,7,16.67,SO,Historical
1348,9,4,1,10,11.55,EN,Religious
1349,3,10,4,7,17.85,SO,Historical
1350,7,6,7,5,14.11,EN,Nature
1351,2,8,0,3,6.01,EN,Historical
1352,6,8,4,4,16.1,SO,Historical
1353,4,1,0,4,12.59,SO,Nature
1354,2,6,3,8,5.42,EN,Religious
1355,5,1,6,0,18.1,SO,Cultural
1356,4,5,3,6,6.84,EN,Religious
1357,3,5,9,10,9.2,SO,Religious
1358,10,5,7,0,5.47,EN,Nature
1359,9,4,10,9,13.74,SO,Cultural
1360,9,4,5,4,12.39,SO,Nature
1361,0,8,10,0,14.26,EN,Cultural
1362,8,8,5,5,8.44,EN,Nature
1363,8,4,10,3,14.4,SO,Cultural
1364,10,2,6,10,13.06,SO,Nature
1365,10,2,10,6,16.07,EN,Nature
1366,5,8,3,0,5.71,SO,Historical
1367,4,1,0,8,6.58,EN,Religious
1368,10,1,3,0,19.32,EN,Nature
1369,4,7,5,2,6.61,SO,Historical
1370,9,6,2,6,19.48,SO,Nature
1371,2,10,1,1,17.2,EN,Historical
1372,2,9,1,4,13.7,EN,Historical
1373,7,0,1,4,15.67,EN,Nature
1374,4,7,7,1,14.62,EN,Historical
1375,4,1,5,4,14.67,SO,Cultural
1376,6,9,5,6,14.86,EN,Historical
1377,2,4,8,0,7.79,SO,Cultural
1378,5,6,10,7,7.68,SO,Cultural
1379,4,8,7,4,7.59,EN,Historical
1380,3,4,9,1,17.49,EN,Cultural
1381,9,3,0,2,10.39,SO,Nature
1382,5,4,3,10,7.24,SO,Religious
1383,7,10,4,1,5.62,SO,Historical
1384,10,1,5,7,12.34,EN,Nature
1385,6,2,8,4,13.1,EN,Cultural
1386,3,9,1,6,8.66,EN,Historical
1387,5,9,4,6,6.47,SO,Historical
1388,2,2,3,10,7.88,EN,Religious
1389,5,1,2,4,19.4,EN,Nature
1390,4,4,3,2,12.23,EN,Nature
1391,9,4,2,6,16.79,SO,Nature
1392,1,3,0,10,19.96,SO,Religious
1393,6,2,6,10,16.25,EN,Religious
1394,10,4,9,0,17.88,SO,Nature
1395,4,1,0,0,17.95,SO,Nature
1396,2,9,10,2,12.56,SO,Cultural
1397,9,7,10,4,12.74,EN,Cultural
1398,6,0,10,7,11.95,EN,Cultural
1399,1,6,7,4,19.32,EN,Cultural
1400,10,3,0,5,17.74,EN,Nature
1401,3,6,6,6,13.44,SO,Historical
1402,1,7,7,2,14.56,EN,Historical
1403,4,8,9,3,13.36,SO,Cultural
1404,4,3,4,2,10.65,SO,Nature
1405,6,1,3,1,10.46,EN,Nature
1406,4,0,10,9,10.24,EN,Cultural
1407,1,8,10,7,13.58,EN,Cultural
1408,0,7,2,5,9.73,SO,Historical
1409,8,4,6,7,5.78,EN,Nature
1410,1,4,1,6,11.66,EN,Religious
1411,9,8,9,2,6.46,EN,Nature
1412,9,3,7,8,18.85,SO,Nature
1413,6,9,8,3,8.06,SO,Historical
1414,6,0,2,2,12.04,SO,Nature
1415,4,1,8,4,7.86,SO,Cultural
1416,3,10,7,2,6.5,SO,Historical
1417,1,6,9,8,8.45,SO,Cultural
1418,7,4,7,6,9.67,EN,Nature
1419,5,10,10,7,12.04,SO,Historical
1420,1,2,0,4,16.85,EN,Religious
1421,6,6,8,9,15.98,EN,Religious
1422,5,2,4,4,9.85,EN,Nature
1423,7,8,9,0,13.01,SO,Cultural
1424,6,2,2,0,11.51,SO,Nature
1425,5,10,3,1,5.12,EN,Historical
1426,6,3,0,2,11.36,EN,Nature
1427,7,7,5,10,5.93,SO,Religious
1428,3,1,9,6,11.28,SO,Cultural
1429,8,7,3,10,12.75,EN,Religious
1430,4,3,8,6,17.86,SO,Cultural
1431,8,9,0,6,8.83,EN,Historical
1432,7,6,3,10,8.2,SO,Religious
1433,6,5,2,8,13.29,EN,Religious
1434,5,2,8,5,12.47,SO,Cultural
1435,3,7,4,2,10.04,SO,Historical
1436,9,1,3,5,17.26,EN,Nature
1437,8,10,0,2,11.34,EN,Historical
1438,2,4,10,10,14.17,SO,Cultural
1439,3,6,9,7,19.17,EN,Cultural
1440,6,0,0,10,18.97,SO,Religious
1441,6,10,9,4,7.06,EN,Historical
1442,5,8,1,5,10.19,SO,Historical
1443,0,2,6,2,13.75,EN,Cultural
1444,10,9,6,1,16.83,EN,Nature
1445,7,3,10,6,7.02,SO,Cultural
1446,3,2,7,1,16.05,SO,Cultural
1447,7,3,3,10,11.1,EN,Religious
1448,2,5,1,9,18.59,SO,Religious
1449,2,1,5,0,16.58,EN,Cultural
1450,6,10,10,9,8.52,SO,Historical
1451,3,1,8,0,8.34,SO,Cultural
1452,0,4,2,8,6.13,SO,Religious
1453,9,7,2,10,7.09,EN,Religious
1454,5,9,10,2,17.11,SO,Cultural
1455,7,3,9,2,6.18,EN,Cultural
1456,4,10,7,3,17.55,EN,Historical
1457,4,4,9,3,10.51,EN,Cultural
1458,0,8,7,3,8.29,EN,Historical
1459,9,4,5,6,16.12,SO,Nature
1460,10,2,9,8,13.08,SO,Nature
1461,0,0,6,1,6.77,SO,Cultural
1462,7,2,7,10,10.62,SO,Religious
1463,4,0,1,8,10.54,SO,Religious
1464,4,1,0,9,10.32,SO,Religious
1465,2,6,2,4,14.86,SO,Historical
1466,5,8,1,4,14.67,EN,Historical
1467,3,6,6,6,19.09,SO,Historical
1468,3,7,0,1,9.95,EN,Historical
1469,2,10,10,0,8.56,SO,Historical
1470,1,4,6,3,19.77,EN,Cultural
1471,6,8,9,7,5.51,EN,Cultural
1472,2,6,8,6,17.71,EN,Cultural
1473,1,8,2,8,12.26,EN,Historical
1474,10,10,2,0,10.75,EN,Nature
1475,9,9,4,3,11.84,SO,Nature
1476,10,0,6,4,15.41,SO,Nature
1477,1,2,9,10,19.58,EN,Religious
1478,10,10,2,9,11.59,EN,Nature
1479,10,3,6,9,14.25,SO,Nature
1480,3,9,9,0,14.11,EN,Historical
1481,6,10,4,5,18.44,SO,Historical
1482,0,2,5,8,7.27,EN,Religious
1483,3,2,4,1,17.04,EN,Cultural
1484,10,6,8,5,15.45,SO,Nature
1485,5,6,1,3,14.03,EN,Historical
1486,6,6,8,10,7.68,EN,Religious
1487,2,9,5,5,9.21,EN,Historical
1488,1,10,3,7,14.45,EN,Historical
1489,8,2,3,3,15.1,SO,Nature
1490,7,0,5,2,10.15,EN,Nature
1491,7,0,3,8,6.02,SO,Religious
1492,4,6,4,5,10.05,EN,Historical
1493,5,4,1,2,6.46,EN,Nature
1494,10,4,4,7,8.01,EN,Nature
1495,6,9,10,3,13.5,EN,Cultural
1496,9,2,6,2,14.84,SO,Nature
1497,7,10,2,7,6.27,EN,Historical
1498,8,1,3,3,16.08,SO,Nature
1499,4,2,4,2,14.16,EN,Nature
1500,10,3,6,2,5.12,SO,Nature
1501,7,6,1,3,5.93,EN,Nature
1502,1,5,6,8,18.21,EN,Religious
1503,3,10,9,8,15.64,SO,Historical
1504,2,5,5,7,6.95,SO,Religious
1505,2,5,4,10,6.77,EN,Religious
1506,10,10,2,10,11.81,EN,Nature
1507,9,7,0,1,13.37,EN,Nature
1508,1,8,1,2,12.92,SO,Historical
1509,10,7,5,5,6.86,SO,Nature
1510,4,6,2,4,7.69,SO,Historical
1511,4,7,9,5,5.46,SO,Cultural
1512,6,2,6,5,10.43,SO,Nature
1513,6,5,5,5,9.38,SO,Nature
1514,7,6,3,0,19.82,SO,Nature
1515,10,0,2,8,6.92,EN,Nature
1516,8,9,7,2,15.28,SO,Historical
1517,6,9,4,0,9.28,EN,Historical
1518,5,9,8,5,13.96,EN,Historical
1519,4,9,7,3,8.09,EN,Historical
1520,0,3,0,6,5.63,SO,Religious
1521,3,7,0,4,5.29,SO,Historical
1522,6,0,5,6,10.34,SO,Nature
1523,6,6,10,10,15.54,SO,Cultural
1524,9,1,1,10,15.54,SO,Religious
1525,8,9,0,6,13.61,SO,Historical
1526,5,1,3,6,18.71,SO,Religious
1527,1,1,2,1,19.01,SO,Cultural
1528,10,4,4,0,19.35,EN,Nature
1529,6,4,2,0,7.37,EN,Nature
1530,6,9,7,3,15.06,SO,Historical
1531,3,8,9,0,18.8,EN,Cultural
1532,3,0,2,9,14.95,SO,Religious
1533,5,6,1,9,6.19,EN,Religious
1534,7,10,0,0,9.06,EN,Historical
1535,7,8,1,1,6.76,SO,Historical
1536,9,2,0,1,17.23,SO,Nature
1537,5,4,7,7,11.85,SO,Cultural
1538,3,6,2,2,8.39,SO,Historical
1539,5,3,5,3,17.62,SO,Nature
1540,9,4,4,3,12.61,EN,Nature
1541,3,10,8,7,13.84,SO,Historical
1542,3,2,3,10,18.34,EN,Religious
1543,6,3,9,0,6.97,SO,Cultural
1544,1,2,10,1,19.93,EN,Cultural
1545,6,8,7,7,14.06,SO,Historical
1546,1,6,1,1,14.62,SO,Historical
1547,3,9,1,8,12.87,EN,Historical
1548,2,6,7,8,19.6,EN,Religious
1549,10,9,2,5,10.04,EN,Nature
1550,2,5,4,7,7.51,SO,Religious
1551,1,2,3,9,15.68,SO,Religious
1552,2,1,2,8,19.56,EN,Religious
1553,5,1,0,6,9.51,SO,Religious
1554,7,2,3,7,5.28,EN,Nature
1555,9,3,2,1,15.85,SO,Nature
1556,8,9,4,1,15.96,EN,Historical
1557,3,6,9,8,18.97,SO,Cultural
1558,6,4,0,6,13.95,SO,Nature
1559,7,10,5,4,11.83,SO,Historical
1560,7,5,6,10,7.96,EN,Religious
1561,0,2,2,4,10.63,SO,Religious
1562,8,3,8,6,12.45,SO,Nature
1563,2,8,7,0,7.87,EN,Historical
1564,8,0,3,9,15.14,SO,Religious
1565,4,6,3,6,5.18,SO,Historical
1566,2,2,2,4,18.89,SO,Religious
1567,8,7,2,0,17.36,EN,Nature
1568,7,1,8,7,11.28,EN,Cultural
1569,2,10,0,5,13.92,EN,Historical
1570,2,1,7,5,14.38,SO,Cultural
1571,3,6,6,8,16.56,EN,Religious
1572,3,5,7,8,13.05,SO,Religious
1573,3,0,5,5,7.85,SO,Cultural
1574,6,5,5,1,6.79,EN,Nature
1575,4,8,6,0,14.87,EN,Historical
1576,6,7,10,9,11.1,SO,Cultural
1577,5,6,3,1,15.19,EN,Historical
1578,3,8,6,6,11.97,SO,Historical
1579,4,8,6,5,16.88,SO,Historical
1580,8,0,5,9,16.95,EN,Religious
1581,0,0,7,5,8.69,SO,Cultural
1582,0,5,3,8,9.11,SO,Religious
1583,7,5,5,9,15.98,SO,Religious
1584,4,0,7,1,18.59,EN,Cultural
1585,0,10,3,2,11.8,SO,Historical
1586,1,0,9,3,11.89,SO,Cultural
1587,0,9,6,2,16.05,SO,Historical
1588,9,8,1,9,9.03,SO,Nature
1589,0,2,4,3,12.89,SO,Cultural
1590,1,6,1,7,7.96,EN,Religious
1591,9,1,9,6,8.24,SO,Nature
1592,7,5,6,6,10.99,EN,Nature
1593,0,0,9,2,19.98,SO,Cultural
1594,1,0,9,9,11.61,SO,Cultural
1595,5,6,8,1,12.73,EN,Cultural
1596,6,8,8,2,8.39,SO,Historical
1597,8,7,4,0,9.15,EN,Nature
1598,0,10,0,0,9.24,SO,Historical
1599,4,7,8,1,13.71,SO,Cultural
1600,10,1,1,2,10.67,EN,Nature
1601,2,10,4,1,6.9,SO,Historical
1602,7,2,2,10,11.6,EN,Religious
1603,3,6,7,0,7.97,SO,Cultural
1604,10,8,7,7,9.94,SO,Nature
1605,7,7,9,4,13.63,EN,Cultural
1606,0,7,2,10,7.96,SO,Religious
1607,10,1,10,5,13.35,EN,Nature
1608,4,10,3,4,11.15,EN,Historical
1609,4,0,10,8,8.78,SO,Cultural
1610,5,0,4,7,5.98,SO,Religious
1611,2,6,10,0,10.79,EN,Cultural
1612,3,3,0,6,18.92,SO,Religious
1613,10,4,7,7,10.18,EN,Nature
1614,7,3,6,6,10.37,SO,Nature
1615,0,0,1,3,16.8,SO,Religious
1616,7,1,4,5,10.53,EN,Nature
1617,7,1,3,8,6.88,EN,Religious
1618,6,3,7,0,7.53,EN,Cultural
1619,10,7,5,5,5.15,EN,Nature
1620,9,2,8,9,18.72,SO,Nature
1621,4,6,2,5,18.7,SO,Historical
1622,4,0,0,1,14.04,SO,Nature
1623,3,9,9,10,14.84,EN,Religious
1624,3,5,7,5,19.37,EN,Cultural
1625,3,0,4,8,14.13,SO,Religious
1626,3,1,10,2,16.65,SO,Cultural
1627,2,3,1,6,16.21,SO,Religious
1628,9,0,7,8,5.14,EN,Nature
1629,2,9,8,10,11.74,SO,Religious
1630,7,1,9,8,6.4,EN,Cultural
1631,9,1,5,8,5.59,EN,Nature
1632,6,0,5,5,7.21,SO,Nature
1633,9,10,6,6,5.46,EN,Historical
1634,6,10,8,1,16.87,SO,Historical
1635,3,4,9,5,18.37,EN,Cultural
1636,6,7,0,2,13.02,EN,Historical
1637,3,1,3,6,6.58,SO,Religious
1638,1,5,2,3,14.67,SO,Historical
1639,8,7,4,6,16.55,EN,Nature
1640,10,6,9,8,9.8,SO,Nature
1641,6,9,9,8,12.7,SO,Historical
1642,5,2,8,0,13.05,SO,Cultural
1643,3,3,6,3,19.73,EN,Cultural
1644,7,3,3,0,14.78,SO,Nature
1645,5,5,9,1,13.91,SO,Cultural
1646,5,4,6,6,13.11,EN,Cultural
1647,2,10,5,8,13.14,EN,Historical
1648,7,10,7,5,17.03,SO,Historical
1649,10,5,0,9,10.69,EN,Nature
1650,4,6,0,10,17.46,SO,Religious
1651,1,2,9,5,12.61,SO,Cultural
1652,9,5,4,9,11.62,EN,Nature
1653,1,1,1,5,14.52,SO,Religious
1654,3,5,10,7,14.37,EN,Cultural
1655,0,8,4,9,5.82,SO,Religious
1656,10,8,2,3,9.58,SO,Nature
1657,3,4,2,3,6.9,SO,Historical
1658,2,9,10,8,16.02,EN,Cultural
1659,7,6,2,0,8.91,EN,Nature
1660,10,0,7,0,13.2,SO,Nature
1661,8,10,0,4,19.7,EN,Historical
1662,1,6,3,9,18.0,SO,Religious
1663,0,3,5,7,12.92,SO,Religious
1664,2,6,2,4,8.49,SO,Historical
1665,8,2,4,2,15.31,EN,Nature
1666,1,2,8,2,8.42,SO,Cultural
1667,2,7,2,8,8.98,EN,Religious
1668,9,8,2,0,11.64,EN,Nature
1669,7,10,9,5,12.15,SO,Historical
1670,7,9,5,5,15.2,SO,Historical
1671,8,1,8,4,7.46,SO,Nature
1672,5,2,1,0,19.75,EN,Nature
1673,5,8,10,1,13.73,SO,Cultural
1674,10,5,1,5,8.22,SO,Nature
1675,0,5,0,6,15.67,SO,Religious
1676,4,7,9,9,11.29,SO,Cultural
1677,6,3,8,0,9.01,SO,Cultural
1678,4,2,6,9,19.58,SO,Religious
1679,0,9,8,4,6.93,EN,Historical
1680,4,10,5,3,8.84,EN,Historical
1681,4,5,7,9,6.41,EN,Religious
1682,8,10,6,0,13.22,EN,Historical
1683,6,2,7,6,18.75,EN,Cultural
1684,5,9,4,3,6.24,SO,Historical
1685,8,10,8,5,17.31,EN,Historical
1686,5,0,1,2,13.97,SO,Nature
1687,1,5,6,10,19.94,SO,Religious
1688,4,6,7,6,9.14,SO,Cultural
1689,7,0,5,8,19.12,SO,Religious
1690,10,3,4,10,17.99,SO,Nature
1691,8,2,7,1,18.95,SO,Nature
1692,9,2,1,3,18.16,SO,Nature
1693,8,3,9,7,6.03,EN,Cultural
1694,6,6,2,4,5.19,EN,Nature
1695,6,8,8,10,5.65,EN,Religious
1696,1,8,6,6,13.9,SO,Historical
1697,5,4,7,10,6.42,EN,Religious
1698,3,5,1,3,9.37,SO,Historical
1699,4,2,7,8,13.57,SO,Religious
1700,3,0,0,8,12.34,EN,Religious
1701,7,5,0,6,14.36,EN,Nature
1702,5,7,5,1,15.21,SO,Historical
1703,4,10,3,9,19.47,SO,Historical
1704,6,6,8,7,11.8,SO,Cultural
1705,3,0,1,1,11.42,SO,Nature
1706,10,1,8,5,7.64,SO,Nature
1707,3,3,6,5,18.35,EN,Cultural
1708,0,5,5,7,12.79,SO,Religious
1709,2,6,7,5,8.42,SO,Cultural
1710,6,5,2,0,9.04,SO,Nature
1711,9,3,4,3,11.92,EN,Nature
1712,8,5,5,9,16.27,SO,Religious
1713,6,5,10,4,17.26,EN,Cultural
1714,9,4,10,0,12.8,SO,Cultural
1715,10,9,10,5,12.27,SO,Nature
1716,10,4,7,2,17.86,EN,Nature
1717,4,9,9,2,14.3,EN,Historical
1718,7,7,8,6,12.28,SO,Cultural
1719,10,3,1,8,5.0,EN,Nature
1720,8,8,3,9,14.5,SO,Religious
1721,5,3,6,10,7.1,SO,Religious
1722,9,1,7,8,9.39,SO,Nature
1723,2,5,5,10,5.98,EN,Religious
1724,6,1,4,6,8.68,SO,Nature
1725,5,4,0,3,5.88,EN,Nature
1726,7,8,4,10,10.91,SO,Religious
1727,6,4,0,3,16.45,EN,Nature
1728,3,5,9,4,6.78,SO,Cultural
1729,1,6,7,7,15.19,SO,Cultural
1730,9,8,3,4,13.69,EN,Nature
1731,10,1,3,2,19.22,EN,Nature
1732,9,1,5,3,17.81,EN,Nature
1733,2,9,4,8,14.32,EN,Historical
1734,9,3,2,6,11.15,SO,Nature
1735,8,5,5,8,7.29,EN,Nature
1736,4,9,6,8,18.92,SO,Historical
1737,10,7,2,1,5.1,SO,Nature
1738,6,4,5,9,13.45,SO,Religious
1739,5,2,3,2,18.71,EN,Nature
1740,4,5,7,0,16.19,SO,Cultural
1741,6,9,0,5,7.75,SO,Historical
1742,4,0,2,5,6.49,SO,Religious
1743,7,2,6,7,14.78,SO,Nature
1744,5,6,4,2,11.07,EN,Historical
1745,1,8,1,5,7.49,EN,Historical
1746,2,1,2,5,8.29,EN,Religious
1747,6,8,6,7,11.54,EN,Historical
1748,1,9,4,7,19.99,SO,Historical
1749,4,0,0,1,17.27,EN,Nature
1750,4,4,3,6,16.01,SO,Religious
1751,4,0,8,7,6.67,SO,Cultural
1752,8,5,5,1,16.3,EN,Nature
1753,3,6,2,1,11.55,EN,Historical
1754,4,10,5,0,12.32,SO,Historical
1755,8,6,1,10,9.78,SO,Religious
1756,4,5,5,9,19.73,EN,Religious
1757,9,1,6,1,15.35,EN,Nature
1758,0,2,9,10,12.98,EN,Religious
1759,1,9,0,8,6.28,EN,Historical
1760,0,2,5,3,5.91,SO,Cultural
1761,8,7,7,1,7.41,EN,Nature
1762,3,7,3,4,19.51,EN,Historical
1763,5,9,2,9,13.16,SO,Historical
1764,5,10,3,7,9.81,EN,Historical
1765,1,8,5,2,7.06,SO,Historical
1766,3,6,4,0,12.29,EN,Historical
1767,7,5,2,3,9.23,SO,Nature
1768,6,3,6,2,10.81,SO,Nature
1769,7,9,10,9,19.85,SO,Cultural
1770,4,7,7,5,13.28,EN,Historical
1771,0,2,0,7,18.76,EN,Religious
1772,9,6,6,9,18.02,SO,Nature
1773,9,9,1,9,14.31,EN,Nature
1774,8,0,7,10,6.98,SO,Religious
1775,3,2,0,8,19.66,SO,Religious
1776,8,7,9,2,8.12,SO,Cultural
1777,4,9,1,1,17.44,SO,Historical
1778,7,7,8,5,7.22,EN,Cultural
1779,8,7,10,8,14.4,EN,Cultural
1780,3,3,8,2,11.6,SO,Cultural
1781,7,2,6,7,19.31,SO,Nature
1782,7,7,1,0,11.86,EN,Nature
1783,1,9,2,4,16.36,EN,Historical
1784,10,8,4,8,13.67,SO,Nature
1785,3,5,8,6,9.32,EN,Cultural
1786,3,10,3,1,18.18,SO,Historical
1787,4,7,7,9,10.31,SO,Religious
1788,0,9,4,0,19.16,EN,Historical
1789,9,7,2,10,19.15,SO,Religious
1790,6,6,10,7,6.48,EN,Cultural
1791,2,7,9,3,17.39,SO,Cultural
1792,5,6,6,6,14.96,SO,Historical
1793,8,7,4,6,15.2,SO,Nature
1794,7,7,9,8,11.78,EN,Cultural
1795,3,1,6,2,5.88,EN,Cultural
1796,4,3,2,2,7.08,SO,Nature
1797,6,1,5,2,17.68,EN,Nature
1798,6,9,2,3,16.19,EN,Historical
1799,0,9,3,6,9.99,SO,Historical
1800,0,1,8,9,7.03,SO,Religious
1801,0,4,4,8,15.51,EN,Religious
1802,1,4,2,2,6.19,EN,Historical
1803,8,1,3,0,6.29,SO,Nature
1804,8,5,9,3,16.02,SO,Cultural
1805,3,6,1,4,16.29,SO,Historical
1806,4,9,1,2,5.11,SO,Historical
1807,7,4,3,3,15.48,EN,Nature
1808,10,6,6,5,18.44,SO,Nature
1809,3,3,7,2,6.53,SO,Cultural
1810,9,7,9,3,6.88,SO,Nature
1811,9,10,5,1,10.52,SO,Historical
1812,1,6,7,10,16.03,SO,Religious
1813,6,0,0,7,16.94,EN,Religious
1814,10,7,5,6,9.35,SO,Nature
1815,2,6,4,5,6.48,EN,Historical
1816,4,10,4,10,15.36,EN,Historical
1817,0,4,4,9,7.48,EN,Religious
1818,5,9,0,4,7.07,SO,Historical
1819,10,3,2,2,12.56,SO,Nature
1820,3,5,2,1,15.59,SO,Historical
1821,10,7,6,10,14.61,EN,Nature
1822,9,2,7,10,17.44,SO,Religious
1823,0,0,3,4,16.92,SO,Religious
1824,3,8,3,9,16.05,EN,Religious
1825,3,7,0,5,18.03,EN,Historical
1826,7,5,4,2,15.98,SO,Nature
1827,8,3,5,9,7.67,EN,Religious
1828,5,5,10,2,9.19,EN,Cultural
1829,7,6,7,1,12.8,EN,Nature
1830,3,10,5,3,6.92,SO,Historical
1831,10,0,2,5,5.73,SO,Nature
1832,4,0,9,7,17.18,SO,Cultural
1833,8,1,10,0,11.01,EN,Cultural
1834,7,10,3,0,18.55,EN,Historical
1835,10,10,6,7,18.74,EN,Nature
1836,2,4,10,1,5.29,EN,Cultural
1837,3,5,6,8,13.34,EN,Religious
1838,5,10,1,6,7.93,EN,Historical
1839,5,6,7,6,13.55,EN,Cultural
1840,10,8,5,2,7.62,EN,Nature
1841,1,5,0,7,6.53,SO,Religious
1842,3,8,4,3,12.44,SO,Historical
1843,5,6,1,8,19.52,EN,Religious
1844,3,9,1,9,10.61,EN,Historical
1845,1,0,6,2,12.67,EN,Cultural
1846,10,8,5,3,18.54,SO,Nature
1847,10,9,5,6,16.55,SO,Nature
1848,5,7,9,4,18.14,SO,Cultural
1849,8,5,9,7,5.35,SO,Cultural
1850,6,9,1,5,15.4,SO,Historical
1851,2,0,8,1,16.9,EN,Cultural
1852,7,10,5,7,12.43,SO,Historical
1853,5,0,10,4,11.41,SO,Cultural
1854,8,2,6,4,19.11,EN,Nature
1855,6,4,8,6,19.98,SO,Cultural
1856,7,4,0,3,6.37,EN,Nature
1857,1,6,3,1,13.84,SO,Historical
1858,6,6,2,10,6.14,EN,Religious
1859,0,10,7,0,15.5,SO,Historical
1860,10,7,1,6,19.03,EN,Nature
1861,3,0,3,0,8.53,EN,Nature
1862,2,6,6,4,14.42,SO,Historical
1863,9,2,1,10,5.49,SO,Religious
1864,9,1,5,2,9.47,SO,Nature
1865,2,7,0,6,13.16,EN,Historical
1866,6,3,8,8,5.77,SO,Cultural
1867,5,8,0,6,16.5,EN,Historical
1868,1,8,0,3,7.93,EN,Historical
1869,6,0,10,9,8.17,SO,Cultural
1870,4,0,6,7,15.1,SO,Religious
1871,0,9,1,8,7.66,EN,Historical
1872,2,3,2,8,19.87,SO,Religious
1873,0,8,0,8,12.51,EN,Historical
1874,3,4,0,0,6.86,EN,Historical
1875,1,4,9,10,5.43,EN,Religious
1876,1,6,8,10,8.82,EN,Religious
1877,3,2,2,7,14.47,EN,Religious
1878,10,6,2,0,5.97,SO,Nature
1879,5,8,10,5,17.05,EN,Cultural
1880,5,8,10,10,18.69,EN,Cultural
1881,1,7,3,7,12.62,SO,Historical
1882,10,2,1,10,10.57,SO,Nature
1883,8,7,2,9,8.4,EN,Religious
1884,0,2,7,6,6.23,SO,Cultural
1885,8,0,7,10,17.64,EN,Religious
1886,7,10,2,8,13.58,EN,Historical
1887,4,2,5,9,15.63,EN,Religious
1888,5,10,3,10,19.06,EN,Historical
1889,9,5,2,7,18.42,SO,Nature
1890,6,10,7,1,8.21,EN,Historical
1891,2,0,4,4,16.42,EN,Cultural
1892,3,0,6,4,11.56,SO,Cultural
1893,8,3,3,1,6.5,SO,Nature
1894,10,10,6,3,16.17,EN,Nature
1895,7,3,0,7,15.88,EN,Nature
1896,7,7,0,3,11.0,SO,Nature
1897,5,7,1,0,16.48,SO,Historical
1898,6,7,6,1,18.46,SO,Historical
1899,3,4,5,8,6.92,SO,Religious
1900,6,2,4,8,16.44,SO,Religious
1901,7,4,5,9,9.69,EN,Religious
1902,3,4,3,4,6.1,EN,Historical
1903,4,7,1,1,12.75,EN,Historical
1904,4,3,10,6,16.88,EN,Cultural
1905,6,2,2,4,16.47,EN,Nature
1906,4,4,8,0,5.31,EN,Cultural
1907,9,2,3,6,8.48,EN,Nature
1908,5,7,4,7,5.22,SO,Historical
1909,10,2,0,9,16.2,SO,Nature
1910,9,5,8,4,13.89,SO,Nature
1911,6,10,1,2,8.7,EN,Historical
1912,0,10,4,10,15.76,EN,Historical
1913,5,10,5,0,14.33,EN,Historical
1914,4,4,2,2,15.25,SO,Nature
1915,0,5,3,2,13.53,EN,Historical
1916,0,1,1,6,16.22,EN,Religious
1917,10,2,7,9,12.14,EN,Nature
1918,7,9,8,5,14.76,SO,Historical
1919,2,5,10,10,6.53,SO,Cultural
1920,2,3,6,7,10.45,SO,Religious
1921,2,4,9,3,5.81,SO,Cultural
1922,1,8,2,1,18.78,SO,Historical
